Bulb_Data,Fan_Data,Humidity_Data,Temperature_Data,Valve_Data,Message_Temp,Message_Humid
1,1,45.2,38.7,1,Moderate,Too dry
1,0,45.8,37.7,1,Moderate,Too dry
1,1,47,37.9,1,Moderate,Too dry
0,1,48.9,39.5,1,Moderate,Too dry
1,1,48.1,39.9,0,Moderate,Too dry
1,0,46.1,39.3,1,Moderate,Too dry
1,1,45.6,38.5,1,Moderate,Too dry
1,1,46.2,37.6,1,Moderate,Too dry
0,1,47.6,38.4,1,Moderate,Too dry
1,1,49.2,39.7,0,Moderate,Too dry
1,0,47.1,39.5,1,Moderate,Too dry
1,1,45.6,38.7,1,Moderate,Too dry
0,1,45.6,37.7,1,Moderate,Too dry
1,1,46.4,37.9,0,Moderate,Too dry
1,0,48.3,39.4,1,Moderate,Too dry
0,1,48.7,39.8,1,Moderate,Too dry
0,1,46.3,39.3,0,Moderate,Too dry
0,0,45.7,38.4,0,Moderate,Too dry
0,0,46.2,37.5,0,Moderate,Too dry
1,0,47.6,38.9,0,Moderate,Too dry
1,0,49,37.8,1,Moderate,Too dry
0,1,47.1,39.4,1,Moderate,Too dry
0,1,45.6,38.5,0,Moderate,Too dry
0,0,45.4,37.5,0,Moderate,Too dry
0,0,46.4,38.5,0,Moderate,Too dry
0,0,48.1,39.6,0,Moderate,Too dry
0,0,45.6,38.8,0,Moderate,Too dry
0,0,47.1,37.8,0,Moderate,Too dry
0,0,48.6,37.7,0,Moderate,Too dry
0,0,46.7,39.1,0,Moderate,Too dry
0,0,45.3,39.8,0,Moderate,Too dry
0,0,46.1,39.3,0,Moderate,Too dry
0,0,48.1,38.4,0,Moderate,Too dry
0,0,48.3,37.7,0,Moderate,Too dry
0,0,46.2,39,0,Moderate,Too dry
0,0,45.8,40,0,Moderate,Too dry
0,0,47.1,39.9,0,Moderate,Too dry
0,0,48.8,39.1,0,Moderate,Too dry
0,0,47.4,38.1,0,Moderate,Too dry
1,0,45.5,38,0,Moderate,Too dry
1,0,45.3,39.6,1,Moderate,Too dry
1,1,46.3,40.2,1,Moderate,Too dry
1,1,48.1,39.9,1,Moderate,Too dry
0,1,47.5,38.9,1,Moderate,Too dry
1,1,45.3,37.8,0,Moderate,Too dry
0,0,44.5,38.5,1,Moderate,Too dry
1,1,45.1,39.8,0,Moderate,Too dry
1,0,46.4,40.1,1,Moderate,Too dry
1,1,48,39.2,1,Moderate,Too dry
0,1,46.4,38.1,1,Moderate,Too dry
0,1,44.7,37.9,0,Moderate,Too dry
1,0,44.4,39.3,0,Moderate,Too dry
1,0,45.3,40.1,1,Moderate,Too dry
1,1,47,39.9,1,Moderate,Too dry
1,1,48,39,1,Moderate,Too dry
0,1,46,37.9,1,Moderate,Too dry
1,1,44.5,38.2,0,Moderate,Too dry
1,0,44.9,39.7,1,Moderate,Too dry
1,1,46.3,40.2,1,Moderate,Too dry
1,1,48,39.7,1,Moderate,Too dry
1,1,47,38.6,1,Moderate,Too dry
1,1,44.9,37.7,1,Moderate,Too dry
1,1,44.5,38.5,1,Moderate,Too dry
1,1,45.1,39.9,1,Moderate,Too dry
1,1,46.6,40,1,Moderate,Too dry
1,1,47.9,39.5,1,Moderate,Too dry
1,1,46.2,38.5,1,Moderate,Too dry
1,1,44.5,37.7,1,Moderate,Too dry
0,1,44.4,38.7,1,Moderate,Too dry
1,1,45.5,39.9,0,Moderate,Too dry
0,0,47.2,40,1,Moderate,Too dry
1,1,47.7,39.2,0,Moderate,Too dry
1,0,45.5,38.2,1,Moderate,Too dry
0,1,44.4,37.9,1,Moderate,Too dry
1,1,44.6,39.4,0,Moderate,Too dry
1,0,45.7,40.1,1,Moderate,Too dry
1,1,47.6,39.7,1,Moderate,Too dry
1,1,47.6,38.8,1,Moderate,Too dry
0,1,45.6,37.8,1,Moderate,Too dry
1,1,44.5,38.2,0,Moderate,Too dry
0,0,44.9,39.6,1,Moderate,Too dry
0,1,46.1,39.7,0,Moderate,Too dry
0,0,48.1,38.7,0,Moderate,Too dry
0,0,46.7,37.7,0,Moderate,Too dry
0,0,44.8,38.3,0,Moderate,Too dry
1,0,44.5,39.8,0,Moderate,Too dry
1,0,45.4,40.1,1,Moderate,Too dry
1,1,46.9,39.6,1,Moderate,Too dry
1,1,48,38.6,1,Moderate,Too dry
1,1,46.4,37.7,1,Moderate,Too dry
1,1,44.6,38.7,1,Moderate,Too dry
1,1,45.6,40.1,1,Moderate,Too dry
1,1,47.3,39.9,1,Moderate,Too dry
1,1,48.2,38,1,Moderate,Too dry
1,1,46,37.9,1,Moderate,Too dry
1,1,44.7,39.4,1,Moderate,Too dry
1,1,44.7,40,1,Moderate,Too dry
1,1,45.8,39.6,1,Moderate,Too dry
1,1,47.8,38.8,1,Moderate,Too dry
1,1,47.9,37.8,1,Moderate,Too dry
1,1,45.4,38.4,1,Moderate,Too dry
1,1,44.6,39.7,1,Moderate,Too dry
0,1,46.7,40.1,1,Moderate,Too dry
1,1,48.4,39.6,0,Moderate,Too dry
1,1,47,38.6,1,Moderate,Too dry
1,0,45.2,37.7,1,Moderate,Too dry
1,1,44.9,38.6,1,Moderate,Too dry
1,1,45.6,40,1,Moderate,Too dry
1,1,47.4,40.1,1,Moderate,Too dry
1,1,48.2,39.4,1,Moderate,Too dry
1,1,46.3,38.3,1,Moderate,Too dry
1,1,44.9,37.8,1,Moderate,Too dry
1,1,44.9,39.2,1,Moderate,Too dry
1,1,45.9,40.1,1,Moderate,Too dry
1,1,48.3,39.9,1,Moderate,Too dry
1,1,45.9,39.1,1,Moderate,Too dry
1,1,44.7,38.2,1,Moderate,Too dry
1,1,45,37.8,1,Moderate,Too dry
1,1,46.4,39.2,1,Moderate,Too dry
1,1,48.2,40.1,1,Moderate,Too dry
1,1,47.3,39.8,1,Moderate,Too dry
1,1,45.2,38.8,1,Moderate,Too dry
1,1,44.6,37.8,1,Moderate,Too dry
1,1,45.2,38.3,1,Moderate,Too dry
1,1,46.4,39.7,1,Moderate,Too dry
1,1,48.2,40.1,1,Moderate,Too dry
1,1,47.1,39.6,1,Moderate,Too dry
1,1,45.2,38.6,1,Moderate,Too dry
1,1,44.7,37.7,1,Moderate,Too dry
1,1,45.6,38.6,1,Moderate,Too dry
1,1,47.2,40,1,Moderate,Too dry
1,1,48.2,39.2,1,Moderate,Too dry
1,1,46.2,38.2,1,Moderate,Too dry
1,1,44.9,37.8,1,Moderate,Too dry
1,1,44.9,39.2,1,Moderate,Too dry
1,1,45.8,40.1,1,Moderate,Too dry
1,1,47.6,39.8,1,Moderate,Too dry
1,1,48.1,38.9,1,Moderate,Too dry
1,1,44.9,37.9,1,Moderate,Too dry
1,1,45.2,38.1,1,Moderate,Too dry
1,1,46.4,39.6,1,Moderate,Too dry
1,1,48,40.1,1,Moderate,Too dry
0,1,47.1,39.6,1,Moderate,Too dry
1,1,44.8,38.8,0,Moderate,Too dry
0,1,44.6,37.8,1,Moderate,Too dry
1,0,45.4,38.1,0,Moderate,Too dry
1,1,46.9,39.8,1,Moderate,Too dry
1,0,48.2,40.2,1,Moderate,Too dry
1,1,46.4,39.6,1,Moderate,Too dry
1,1,44.8,38.5,1,Moderate,Too dry
1,1,44.6,37.7,1,Moderate,Too dry
1,1,45.4,38.5,1,Moderate,Too dry
1,1,46.9,39.8,1,Moderate,Too dry
1,1,48,39.4,1,Moderate,Too dry
1,1,45.9,38.4,1,Moderate,Too dry
1,1,44.3,37.7,1,Moderate,Too dry
1,1,44.4,38.8,1,Moderate,Too dry
1,1,45.6,40,1,Moderate,Too dry
1,1,47.3,40,1,Moderate,Too dry
1,1,47.8,39.3,1,Moderate,Too dry
1,1,45.8,37.8,1,Moderate,Too dry
1,1,44.7,39.3,1,Moderate,Too dry
1,1,45.8,40.1,1,Moderate,Too dry
1,1,47.5,38.9,1,Moderate,Too dry
1,1,47.5,37.7,1,Moderate,Too dry
1,1,45.4,38.6,1,Moderate,Too dry
1,1,44.4,40.1,1,Moderate,Too dry
1,1,44.7,39.4,1,Moderate,Too dry
1,1,47.7,38.3,1,Moderate,Too dry
1,1,46.8,37.7,1,Moderate,Too dry
1,1,44.9,38.9,1,Moderate,Too dry
1,1,45.2,39.9,1,Moderate,Too dry
1,1,47.6,39.8,1,Moderate,Too dry
1,1,48.1,39,1,Moderate,Too dry
1,1,44.6,37.9,1,Moderate,Too dry
1,1,45,37.9,1,Moderate,Too dry
1,1,46.3,39.4,1,Moderate,Too dry
1,1,48.2,39.8,1,Moderate,Too dry
1,1,47.8,39.8,1,Moderate,Too dry
1,1,45.7,39.9,1,Moderate,Too dry
1,1,44.9,37.7,1,Moderate,Too dry
1,1,45.5,40,1,Moderate,Too dry
1,1,46.9,39.9,1,Moderate,Too dry
1,1,48.5,39.1,1,Moderate,Too dry
1,1,44.5,38,1,Moderate,Too dry
1,1,45.9,39.3,1,Moderate,Too dry
1,1,44.8,37.7,1,Moderate,Too dry
1,1,47.5,38.6,1,Moderate,Too dry
1,1,45,39.9,1,Moderate,Too dry
1,1,44.1,40.1,1,Moderate,Too dry
1,1,44.7,39.5,1,Moderate,Too dry
1,1,46.1,38.5,1,Moderate,Too dry
1,1,46.4,37.7,1,Moderate,Too dry
1,1,46.9,40.1,1,Moderate,Too dry
1,1,47.2,39.9,1,Moderate,Too dry
1,1,45.2,39.1,1,Moderate,Too dry
1,1,43.9,38,1,Moderate,Too dry
1,1,44.1,38,1,Moderate,Too dry
1,1,45.3,39.4,1,Moderate,Too dry
1,1,47.2,40.1,1,Moderate,Too dry
1,1,46.9,39.8,1,Moderate,Too dry
1,1,44.7,38.9,1,Moderate,Too dry
1,1,43.9,37.9,1,Moderate,Too dry
1,1,44.4,37.9,1,Moderate,Too dry
1,1,45.8,39.5,1,Moderate,Too dry
1,1,47.3,40.2,1,Moderate,Too dry
1,1,46.2,39.8,1,Moderate,Too dry
1,1,44.4,38.9,1,Moderate,Too dry
1,1,44,37.9,1,Moderate,Too dry
1,1,44.7,38.1,1,Moderate,Too dry
1,1,46.1,39.7,1,Moderate,Too dry
1,1,47.5,38.4,1,Moderate,Too dry
1,1,45.9,37.7,1,Moderate,Too dry
1,1,44.2,38.9,1,Moderate,Too dry
1,1,43.8,40,1,Moderate,Too dry
1,1,44.6,40,1,Moderate,Too dry
1,1,46.1,39.1,1,Moderate,Too dry
1,1,47.3,38.1,1,Moderate,Too dry
0,1,45.3,37.8,1,Moderate,Too dry
0,1,45,39.4,1,Moderate,Too dry
1,1,46.7,40.2,1,Moderate,Too dry
1,1,46.5,39,0,Moderate,Too dry
1,1,44.4,37.9,0,Moderate,Too dry
0,0,43.5,38.3,1,Moderate,Too dry
1,0,44.1,37.7,1,Moderate,Too dry
1,1,45.3,38.5,1,Moderate,Too dry
1,1,46.9,40,0,Moderate,Too dry
1,1,45.7,39.6,1,Moderate,Too dry
0,0,43.9,38.6,1,Moderate,Too dry
0,1,44.1,38.9,1,Moderate,Too dry
0,1,45.8,40.1,1,Moderate,Too dry
0,1,46.9,40,0,Moderate,Too dry
0,1,46.1,39.2,0,Moderate,Too dry
0,0,46.7,38.2,0,Moderate,Too dry
1,0,44.5,37.8,0,Moderate,Too dry
1,0,43.5,39.3,0,Moderate,Too dry
1,0,44.7,40.1,0,Moderate,Too dry
1,0,46.5,39.9,1,Moderate,Too dry
1,0,44.2,39.1,1,Moderate,Too dry
1,1,43.5,37.9,1,Moderate,Too dry
1,1,44,38,1,Moderate,Too dry
1,1,45.3,39.5,1,Moderate,Too dry
0,1,47,40.2,1,Moderate,Too dry
1,1,45.9,39.8,1,Moderate,Too dry
1,1,44,38.9,1,Moderate,Too dry
1,1,43.5,37.8,0,Moderate,Too dry
1,1,44.2,38.2,1,Moderate,Too dry
1,0,45.6,39.7,1,Moderate,Too dry
1,1,47.1,40.2,1,Moderate,Too dry
1,1,45.6,39.7,1,Moderate,Too dry
0,1,43.8,38.7,1,Moderate,Too dry
1,1,43.6,37.8,1,Moderate,Too dry
1,1,44.5,38.4,1,Moderate,Too dry
1,1,46,39.8,0,Moderate,Too dry
1,1,47.2,40.2,1,Moderate,Too dry
0,0,45.3,39.6,1,Moderate,Too dry
0,1,43.8,38.6,1,Moderate,Too dry
0,1,43.7,37.7,0,Moderate,Too dry
1,1,44.6,39.8,0,Moderate,Too dry
1,1,46.2,40.1,0,Moderate,Too dry
1,0,47.1,39.5,1,Moderate,Too dry
1,0,45.1,38.6,1,Moderate,Too dry
1,0,43.7,37.7,1,Moderate,Too dry
1,1,43.7,38.4,1,Moderate,Too dry
1,1,44.8,40,1,Moderate,Too dry
1,1,46.3,39.5,1,Moderate,Too dry
1,1,44.9,38.5,1,Moderate,Too dry
1,1,43.4,37.6,1,Moderate,Too dry
1,1,43.6,38.5,1,Moderate,Too dry
1,1,44.7,39.8,1,Moderate,Too dry
1,1,46.4,40,1,Moderate,Too dry
1,1,46.9,39.4,1,Moderate,Too dry
1,1,43.5,38.5,1,Moderate,Too dry
1,1,43.4,37.6,1,Moderate,Too dry
1,1,44.2,38.6,1,Moderate,Too dry
1,1,45.9,40,1,Moderate,Too dry
1,1,46.4,40,1,Moderate,Too dry
1,1,44.5,39.3,1,Moderate,Too dry
1,1,43.3,38.3,1,Moderate,Too dry
1,1,43.5,40,1,Moderate,Too dry
1,1,44.7,39,1,Moderate,Too dry
1,1,46.4,37.9,1,Moderate,Too dry
1,1,46.7,39.6,1,Moderate,Too dry
1,1,44.4,40.2,1,Moderate,Too dry
1,1,43.5,39.8,1,Moderate,Too dry
1,1,43.8,39,1,Moderate,Too dry
1,1,45,38,1,Moderate,Too dry
1,1,43.9,38,1,Moderate,Too dry
1,1,43.4,39.5,1,Moderate,Too dry
1,1,44.7,40.2,1,Moderate,Too dry
1,1,44.4,39.8,1,Moderate,Too dry
1,1,43,37.9,1,Moderate,Too dry
1,1,42.9,38.3,1,Moderate,Too dry
1,1,43.8,39.8,1,Moderate,Too dry
1,1,45.1,39.6,1,Moderate,Too dry
0,1,46.3,40.2,1,Moderate,Too dry
0,1,44.8,39.7,0,Moderate,Too dry
0,1,42.6,38.8,0,Moderate,Too dry
1,1,42.3,37.8,0,Moderate,Too dry
1,1,44.6,38.4,1,Moderate,Too dry
1,0,45.4,39.9,1,Moderate,Too dry
1,0,43.6,39.6,1,Moderate,Too dry
1,0,42,38.5,1,Moderate,Too dry
1,1,43.1,37.7,1,Moderate,Too dry
1,1,43.1,38.8,1,Moderate,Too dry
1,1,44,40,1,Moderate,Too dry
1,1,45.5,40.1,1,Moderate,Too dry
1,1,46.4,39.5,1,Moderate,Too dry
0,1,44.4,38.5,1,Moderate,Too dry
1,1,43.2,37.7,0,Moderate,Too dry
1,1,44.5,38.8,1,Moderate,Too dry
1,1,46.3,40,1,Moderate,Too dry
1,1,46.3,40.1,1,Moderate,Too dry
1,0,44.2,39.2,1,Moderate,Too dry
1,1,43.1,38,1,Moderate,Too dry
1,1,43.3,37.9,1,Moderate,Too dry
1,1,44.5,39.5,1,Moderate,Too dry
1,1,46.3,40,1,Moderate,Too dry
1,1,43.1,39.6,1,Moderate,Too dry
1,1,43.7,38.7,1,Moderate,Too dry
1,1,45.2,37.7,1,Moderate,Too dry
1,1,46.8,38.3,1,Moderate,Too dry
1,1,45.4,39.8,1,Moderate,Too dry
1,1,43.6,40.1,1,Moderate,Too dry
1,1,43.4,39.5,1,Moderate,Too dry
1,1,44.3,38.6,1,Moderate,Too dry
1,1,45.8,37.7,1,Moderate,Too dry
1,1,46.7,38.4,1,Moderate,Too dry
1,1,44.8,39.1,1,Moderate,Too dry
1,1,43.4,40.1,1,Moderate,Too dry
1,1,43.4,39.2,1,Moderate,Too dry
1,1,44.4,38.2,1,Moderate,Too dry
1,1,46.1,37.7,1,Moderate,Too dry
1,1,44.3,39.2,1,Moderate,Too dry
1,1,45.6,40.2,1,Moderate,Too dry
1,1,43.7,40.1,1,Moderate,Too dry
1,1,43.5,39.2,1,Moderate,Too dry
1,1,44.6,38.1,1,Moderate,Too dry
1,1,46.3,37.9,1,Moderate,Too dry
1,1,45.6,39.4,1,Moderate,Too dry
1,1,43.5,40.3,1,Moderate,Too dry
1,1,42.8,39.9,1,Moderate,Too dry
1,1,43.4,39,1,Moderate,Too dry
1,1,44.8,37.9,1,Moderate,Too dry
1,1,46.4,38.2,1,Moderate,Too dry
1,1,45.1,39.8,1,Moderate,Too dry
1,1,43.1,40.3,1,Moderate,Too dry
1,1,42.8,39.8,1,Moderate,Too dry
1,1,43.6,38.9,1,Moderate,Too dry
1,1,45.2,37.8,1,Moderate,Too dry
1,1,46.3,38.3,1,Moderate,Too dry
1,1,44.5,40,1,Moderate,Too dry
1,1,43,39.6,1,Moderate,Too dry
1,1,42.9,38.5,1,Moderate,Too dry
1,1,43.9,37.7,1,Moderate,Too dry
1,1,45.4,39.4,1,Moderate,Too dry
1,1,46.5,38.4,1,Moderate,Too dry
1,1,44.1,37.7,1,Moderate,Too dry
1,1,43.1,40.1,1,Moderate,Too dry
1,1,44.2,39.4,1,Moderate,Too dry
1,1,46,37.7,1,Moderate,Too dry
1,1,43.4,39.9,1,Moderate,Too dry
1,1,44.6,37.9,1,Moderate,Too dry
0,1,46.3,37.9,1,Moderate,Too dry
1,1,44.1,39.4,1,Moderate,Too dry
1,1,43.6,40.1,0,Moderate,Too dry
1,1,46.7,39.7,1,Moderate,Too dry
1,1,43.4,38.6,1,Moderate,Too dry
1,1,45.4,37.7,1,Moderate,Too dry
1,0,46.8,38.5,1,Moderate,Too dry
1,1,45.5,39.8,1,Moderate,Too dry
1,1,43.8,38.5,1,Moderate,Too dry
1,1,43.6,37.6,1,Moderate,Too dry
1,1,44.5,39.9,1,Moderate,Too dry
1,1,46.1,38.3,1,Moderate,Too dry
0,1,46.7,38.6,1,Moderate,Too dry
1,1,44.8,40.2,1,Moderate,Too dry
1,1,45,39.5,0,Moderate,Too dry
1,1,47,38.6,1,Moderate,Too dry
1,1,43.7,37.7,1,Moderate,Too dry
1,1,45.3,40.1,1,Moderate,Too dry
1,0,45.6,38.4,1,Moderate,Too dry
1,1,44.5,37.6,1,Moderate,Too dry
1,1,44.8,38.5,1,Moderate,Too dry
1,1,45.8,40,1,Moderate,Too dry
1,1,47.6,40.1,1,Moderate,Too dry
1,1,44.8,39.5,1,Moderate,Too dry
1,1,46.4,38.6,1,Moderate,Too dry
1,1,48.1,37.7,1,Moderate,Too dry
1,1,48.5,38.3,1,Moderate,Too dry
1,1,46,39.8,1,Moderate,Too dry
1,1,45,40.2,1,Moderate,Too dry
1,1,45.2,39.7,1,Moderate,Too dry
1,1,46.3,38.9,1,Moderate,Too dry
1,1,47.9,37.9,1,Moderate,Too dry
1,1,48.7,37.8,1,Moderate,Too dry
1,1,46.6,39.3,1,Moderate,Too dry
1,1,45.2,40.1,1,Moderate,Too dry
1,1,45.1,39.8,1,Moderate,Too dry
1,1,46,39.1,1,Moderate,Too dry
1,1,47.4,38.2,1,Moderate,Too dry
1,1,48.9,37.6,1,Moderate,Too dry
1,1,47.4,38.9,1,Moderate,Too dry
1,1,45.4,40.1,1,Moderate,Too dry
1,1,45.1,39.9,1,Moderate,Too dry
1,1,45.6,39.2,1,Moderate,Too dry
1,1,46.8,38.2,1,Moderate,Too dry
1,1,48.6,37.7,1,Moderate,Too dry
1,1,48.1,39,1,Moderate,Too dry
1,1,45.5,40.2,1,Moderate,Too dry
1,1,44.9,40.1,1,Moderate,Too dry
1,1,45.3,39.5,1,Moderate,Too dry
1,1,46.5,38.5,1,Moderate,Too dry
1,1,47.9,37.7,1,Moderate,Too dry
0,1,47.1,37.6,1,Moderate,Too dry
1,1,44.8,38.8,1,Moderate,Too dry
1,1,44,40,0,Moderate,Too dry
1,1,44.4,40,1,Moderate,Too dry
1,1,45.4,39.4,1,Moderate,Too dry
1,0,46.9,38.6,1,Moderate,Too dry
1,1,47.5,37.7,1,Moderate,Too dry
1,1,47.3,38,1,Moderate,Too dry
1,1,45,39.6,1,Moderate,Too dry
1,1,44.1,40.1,1,Moderate,Too dry
1,1,44.3,39.7,1,Moderate,Too dry
1,1,45.2,38.8,1,Moderate,Too dry
1,1,46.9,38,1,Moderate,Too dry
1,1,48,37.7,1,Moderate,Too dry
1,1,46,39.3,1,Moderate,Too dry
1,1,44.4,40.1,1,Moderate,Too dry
1,1,44.6,39.8,1,Moderate,Too dry
1,1,45.7,39.2,1,Moderate,Too dry
1,1,47.1,38.3,1,Moderate,Too dry
1,1,48.8,37.6,1,Moderate,Too dry
1,1,47.5,38.5,1,Moderate,Too dry
1,1,45.7,39.8,1,Moderate,Too dry
1,1,45.3,40,1,Moderate,Too dry
0,1,45.9,39.4,0,Moderate,Too dry
1,1,47.1,38.5,1,Moderate,Too dry
1,1,48.6,37.7,1,Moderate,Too dry
1,0,48.8,38.2,1,Moderate,Too dry
1,1,46.6,39.6,1,Moderate,Too dry
1,1,45.3,40,1,Moderate,Too dry
1,1,45.1,39.6,1,Moderate,Too dry
1,1,45.6,38.9,1,Moderate,Too dry
0,1,46.9,38,0,Moderate,Too dry
1,1,47.9,37.7,1,Moderate,Too dry
1,1,45.9,39.3,1,Moderate,Too dry
1,0,44.4,40.2,1,Moderate,Too dry
1,1,43.9,40.1,1,Moderate,Too dry
0,1,44.6,39.4,0,Moderate,Too dry
0,1,45.8,38.5,0,Moderate,Too dry
0,1,47.4,37.7,0,Moderate,Too dry
0,0,46.3,38.2,0,Moderate,Too dry
0,0,44.2,39.8,0,Moderate,Too dry
0,0,43.4,40.3,0,Moderate,Too dry
0,0,43.7,40,0,Moderate,Too dry
0,0,44.5,38.1,0,Moderate,Too dry
0,0,45.8,37.6,0,Moderate,Too dry
0,0,46.8,40,0,Moderate,Too dry
0,0,44.7,40.1,0,Moderate,Too dry
0,0,43.2,37.8,0,Moderate,Too dry
1,0,42.9,37.6,1,Moderate,Too dry
1,0,44.9,38.9,1,Moderate,Too dry
1,0,46.5,40,1,Moderate,Too dry
0,1,44,40.1,0,Moderate,Too dry
1,1,45.7,39.6,1,Moderate,Too dry
1,1,43.4,38.8,1,Moderate,Too dry
1,0,47,37.9,1,Moderate,Too dry
1,1,46.5,37.7,1,Moderate,Too dry
1,1,44.4,39.4,1,Moderate,Too dry
1,1,43.4,40.1,1,Moderate,Too dry
1,1,43.5,39.8,1,Moderate,Too dry
1,1,44.4,39,1,Moderate,Too dry
1,1,45.8,38.2,1,Moderate,Too dry
1,1,47.2,37.6,1,Moderate,Too dry
1,1,45.7,39,1,Moderate,Too dry
0,1,44,40.1,0,Moderate,Too dry
1,1,43.8,39.5,1,Moderate,Too dry
0,1,44.5,38.7,0,Moderate,Too dry
0,0,45.8,37.8,0,Moderate,Too dry
0,1,47.3,39.7,0,Moderate,Too dry
1,0,46.7,40.2,1,Moderate,Too dry
0,0,43.4,39.8,0,Moderate,Too dry
0,0,43.6,39.1,0,Moderate,Too dry
0,1,44.5,37.6,0,Moderate,Too dry
0,0,45.8,38.8,0,Moderate,Too dry
0,0,45.1,40,0,Moderate,Too dry
0,0,43.5,40.1,0,Moderate,Too dry
0,0,43.4,39.6,0,Moderate,Too dry
1,0,44.2,38.8,1,Moderate,Too dry
1,0,47.1,37.9,1,Moderate,Too dry
0,0,46.9,37.8,0,Moderate,Too dry
1,1,44.7,39.2,1,Moderate,Too dry
1,1,43.5,40,1,Moderate,Too dry
1,0,43.7,39.8,1,Moderate,Too dry
0,1,44.3,39.2,0,Moderate,Too dry
1,1,45.7,37.6,1,Moderate,Too dry
0,1,47.2,38.2,0,Moderate,Too dry
0,0,46.1,39.7,0,Moderate,Too dry
0,1,44.4,40.1,0,Moderate,Too dry
1,0,43.9,38.2,1,Moderate,Too dry
1,0,44.5,39.8,1,Moderate,Too dry
1,0,46.7,40.1,1,Moderate,Too dry
1,1,47.4,39.6,1,Moderate,Too dry
1,1,45.5,37.8,1,Moderate,Too dry
1,1,44,37.7,1,Moderate,Too dry
1,1,45.5,39.4,1,Moderate,Too dry
1,1,45.2,40.1,1,Moderate,Too dry
1,1,43.9,39.9,1,Moderate,Too dry
1,1,44,39.3,1,Moderate,Too dry
1,1,46.3,38.5,1,Moderate,Too dry
1,1,47.8,37.6,1,Moderate,Too dry
1,1,46.1,38.1,1,Moderate,Too dry
1,1,44.4,40.1,1,Moderate,Too dry
1,1,44,39.8,1,Moderate,Too dry
1,1,44.4,37.5,1,Moderate,Too dry
1,1,45.3,38.6,1,Moderate,Too dry
1,1,46.8,39.5,1,Moderate,Too dry
1,1,47.8,38.6,1,Moderate,Too dry
1,1,44.2,37.7,1,Moderate,Too dry
1,1,44,37.8,1,Moderate,Too dry
1,1,47.6,39.3,1,Moderate,Too dry
1,1,47.5,39.8,1,Moderate,Too dry
1,1,44.2,39.1,1,Moderate,Too dry
1,1,45.2,38.3,1,Moderate,Too dry
1,1,46.5,37.5,1,Moderate,Too dry
0,1,48,38.2,0,Moderate,Too dry
0,1,46.3,40.1,0,Moderate,Too dry
1,0,44.6,38.8,1,Moderate,Too dry
1,0,44.1,38,1,Moderate,Too dry
1,1,44.6,39.8,1,Moderate,Too dry
1,1,45.8,40,1,Moderate,Too dry
1,1,47.2,39.6,1,Moderate,Too dry
1,1,47.9,38.9,1,Moderate,Too dry
1,1,44.4,38.1,1,Moderate,Too dry
1,1,44.7,37.4,1,Moderate,Too dry
1,1,45.8,38.4,1,Moderate,Too dry
1,1,45.3,40.1,1,Moderate,Too dry
0,1,44.2,39.6,0,Moderate,Too dry
1,1,44.3,38.7,1,Moderate,Too dry
1,0,45,37.9,1,Moderate,Too dry
1,1,46.3,38.8,1,Moderate,Too dry
0,1,47.8,40,0,Moderate,Too dry
0,1,48.2,40.2,0,Moderate,Too dry
0,0,44.6,37.5,0,Moderate,Too dry
0,0,44.8,39.2,0,Moderate,Too dry
1,0,45.5,40,1,Moderate,Too dry
1,0,46.3,38.3,1,Moderate,Too dry
1,1,47.1,37.5,1,Moderate,Too dry
0,1,43.8,38.2,0,Moderate,Too dry
1,1,47.6,39.7,1,Moderate,Too dry
1,0,46.2,40.1,1,Moderate,Too dry
0,1,44.4,39.7,0,Moderate,Too dry
1,1,45.1,39,1,Moderate,Too dry
1,0,46.6,38.1,1,Moderate,Too dry
1,1,47.3,37.5,1,Moderate,Too dry
1,1,45.3,38.5,1,Moderate,Too dry
1,1,44,39.8,1,Moderate,Too dry
1,1,44,40,1,Moderate,Too dry
1,1,44.7,39.6,1,Moderate,Too dry
1,1,45.8,37.4,1,Moderate,Too dry
1,1,47.2,38.5,1,Moderate,Too dry
1,1,47.3,39.8,1,Moderate,Too dry
1,1,45,40.1,1,Moderate,Too dry
1,1,43.8,39.7,1,Moderate,Too dry
1,1,43.9,39,1,Moderate,Too dry
1,1,44.6,38.2,1,Moderate,Too dry
1,1,47.5,37.5,1,Moderate,Too dry
1,1,45,40.2,1,Moderate,Too dry
1,1,43.8,39.8,1,Moderate,Too dry
1,1,44,39.1,1,Moderate,Too dry
1,1,44.7,38.3,1,Moderate,Too dry
1,1,45.7,37.6,1,Moderate,Too dry
1,1,46.9,37.9,1,Moderate,Too dry
1,1,43.5,39.6,1,Moderate,Too dry
1,1,43.4,40.2,1,Moderate,Too dry
1,1,44.2,40,1,Moderate,Too dry
1,1,45.4,39.4,1,Moderate,Too dry
1,1,46.7,38.6,1,Moderate,Too dry
1,1,47.8,37.8,1,Moderate,Too dry
1,1,45.9,37.6,1,Moderate,Too dry
1,1,44.4,39.2,1,Moderate,Too dry
1,1,44.1,40.1,1,Moderate,Too dry
0,1,44.2,40.1,0,Moderate,Too dry
1,0,44.9,39.5,1,Moderate,Too dry
1,1,46.1,38.8,1,Moderate,Too dry
1,1,47.7,38,1,Moderate,Too dry
1,1,46.6,37.4,1,Moderate,Too dry
1,1,44.5,38.2,1,Moderate,Too dry
